rawData	tokens	sentiment	Category
Conheço o João Oliveira e sei que há apreço mútuo entre nós. Mas ando muito triste. Quem invade é a Russia. Mas a culpa é do presidente do invadido
Conmovedora reaccion del pueblo.  La libertad no se negocia.	conmovedora reaccion del pueblo la libertad se negocia	-0.296	Neutral
Conservative Casual Friday--Putin's Winter War on Ukraine Tune in Friday at 11 am. @MahoundParadise @MalkahFleisher @aaronemeyer @MortonAKlein7 @PollakDan @FamedCelebrity	conservative casual fridayputins winter war ukraine tune friday	-0.4767	Neutral
Conservative MP James Bezan says Canada should send lethal weapons to Ukraine as the country hopes to ward off a potential invasion by Russian troops.   https://t.co/iJLzbZhOLO	conservative mp james bezan say canada send lethal weapon ukraine country hope ward potential invasion troop	-0.0258	Neutral
Conservatives: THE ELECTION WAS RIGGED! LET'S GO BRANDON!	conservative election rigged let go brandon	-0.3612	Neutral
Consider this: Most Russian activity so far has been targeted at Ukraine
Consider: this utter disregard for 44 million Ukrainians can only exist in the mind of a despot. Just to be clear what we're dealing with here.	consider utter disregard million ukrainian exist mind despot clear dealing	0.128	Neutral
Considering #putin’s background of being a #KGB foreign intelligence officer for 16 years
Considering Putin's ambition
Considering that a mass mobilization of Russian troops to #Belarus is currently underway (ostensibly for military exercises)
Considering the attack on #Ukraine ordered by the Russian leadership
Considering the quick backlash
Considering the total (repeat TOTAL) global situation
Constitution	constitution	0.0	Neutral
Constructive exchange with 🇺🇦 VPM @StefanishynaO alongside 🇪🇺 @eu_eeas SG @SanninoEU.	constructive exchange vpm alongside sg	0.0	Neutral
"\"Consultant\"\"\"	consultant	0.0	Neutral"
Contact for help… on Polish border in Ukraine.	contact help polish border ukraine	0.4019	Neutral
Continued the series of coordination calls with partners with a very good discussion with 🇲🇩 FM @nicupopescu about the security situation in Europe and #Russia's build-up in &amp; around #Ukraine.	continued series coordination call partner good discussion fm security situation europe russia buildup amp around ukraine	0.6801	Positive
Cool Remix of Andriy the Singing Soldier	cool remix andriy singing soldier	0.3182	Neutral
Cooperate but within ARMENIAN territory.	cooperate within armenian territory	0.0	Neutral
Corbyn slammed for attacking 'Nato presence' in Ukraine as thousands of Russian troops cross the border https://t.co/orC2BucAFy	corbyn slammed attacking nato presence ukraine thousand troop cross border	-0.4588	Neutral
Corpo hack @CamillaTominey on Russia
Correct …. Joe and his cabal of Dems care more about Ukraine’s border than our American borders!	correct joe cabal dems care ukraine border american border	0.4939	Neutral
Correction	correction	0.0	Neutral
Correction: every member of NATO should be arming Ukraine to the teeth right now.	correction every member nato arming ukraine teeth right	0.0	Neutral
Corrupt Russian oligarchs have enabled Putin's war.	corrupt oligarch enabled putin war	-0.5994	Negative
Cos he's been blinded (or let us just say brainwashed by #NATO or USA especially by the WEST) from the start while Russia and Putin is reaching to Ukraine and to Volodymyr Zelenskyy but didn't pat attention to it	co he blinded let u say brainwashed nato usa especially west start russia putin reaching ukraine volodymyr zelenskyy didnt pat attention	0.1027	Neutral
Cossack dressed in small arms. It is as if he enters the city from the north. Installed to celebrate the 350th anniversary of the city.	cossack dressed small arm enters city north installed celebrate th anniversary city	0.5719	Positive
Cossacks writing a letter to Lenin asking him to create #Ukraine	cossack writing letter lenin asking create ukraine	0.2732	Neutral
"\"Cote d'Ivoire\"\"\"	cote divoire	0.0	Neutral"
Could Putin and the whole Ukraine thing be the next pretend global crisis - they could be working together to stage a war
Could be bs but there’s too many bad reports. Could be a psyop but I still don’t see Russian troops in Kiev.	b there many bad report psyop still dont see troop kiev	-0.6956	Negative
Could be using threatening posture towards Ukraine and nato as a distraction to get acquiescence for his take over of Belarus.  At home he can show it as a grand victory: “Russia is now growing
Could be. But Russia &amp; Ukraine has strong parallels to the 1939-40 Russo Finnish War.. https://t.co/oF4N0l6Qc6	russia amp ukraine strong parallel russo finnish war	-0.2263	Neutral
Could someone ask our Tory neo-cons who want us to go to War for Press freedom + Democracy in Ukraine whether we can have Press freedom here.	someone ask tory neocon want u go war press freedom democracy ukraine whether press freedom	0.7003	Positive
Could someone explain to me in layman's terms why Russia wants Ukraine so badly that they're almost willing to go against the US and invade it? #RussiaUkraine	someone explain layman term russia want ukraine badly theyre almost willing go u invade russiaukraine	-0.6113	Negative
Could the US publicly bet Russia that it will invade Ukraine?	u publicly bet russia invade ukraine	0.0	Neutral
Could we not have a Russian asset as PM while war looms in Ukraine? https://t.co/hX9es8Cvbg	asset pm war loom ukraine	-0.7657	Negative
Could you imagine this during the last administration? What would the media say? Collusion right! I don’t remember Russia or China threatening to invade anyone when ⁦@DonaldJTrumpJr⁩ father ran things. White House: Russia prepping pretext for Ukraine https://t.co/pQ4cSCaCoO	imagine last administration medium say collusion right dont remember russia china threatening invade anyone father ran thing white house russia prepping pretext ukraine	-0.5267	Negative
Countdown to war as tanks move to Ukraine border and efforts to stop Russia fail @DailyMirror https://t.co/g67FUYE30l	countdown war tank move ukraine border effort stop russia fail	-0.8625	Negative
Counting Russian troops is an imprecise science. https://t.co/pzAaqV7Hap	counting troop imprecise science	0.0	Neutral
Countries and there are pictures of him shaking hands with the president of China but then again he is threatening China. So it makes you wonder
Countries consider suspending Russia from the world’s main payment infrastructure	country consider suspending russia world main payment infrastructure	0.0	Neutral
Couple of things I'm catching on the news: U.S. is sending a few hundred more troops to Hungary amid the Russian-Ukraine situation and the Russians have turned on their S-400s at the border of Ukraine.	couple thing im catching news u sending hundred troop hungary amid russianukraine situation russian turned s border ukraine	0.0	Neutral
Courage	courage	0.4939	Neutral
Covid didn't kill enough poor ppl so WW3?	covid didnt kill enough poor ppl ww	0.7424	Positive
"\"Covid response failures https://t.co/C7zbdmUHWQ https://t.co/yJvZqegR82\"\"	covid response failure	-0.4588	Neutral"
Covid
Cowards shit scared of https://t.co/dmmL1AROWQ reason NATO fighter jets. can’t be painted in Ukraine colours and attack Russian planes and conveys of lorries and tanks.after hours maybe few days this war would end and talks begin Between EU USA Ukraine and Russia.Cut the crap now https://t.co/wtZQXeLsji	coward shit scared reason nato fighter jet cant painted ukraine colour attack plane conveys lorry tanksafter hour maybe day war end talk begin eu usa ukraine russiacut crap	-0.9453	Negative
Crazy how America told us a week ago that Russia would invade
Crazy thing about this clip is that he acknowledges that NATO doesn't even want Ukraine to join
Crazy to think that Russia might actually invade Ukraine
Create Peace Bounties from Frozen Assets for Soldiers Abandoning the War Columns of Russia... let them find a life of Peace and Liberty by walking away from these Lawless Acts of Aggression Against Ukraine. Remind them of the Truth of these Lawless Acts....#FreeUkraine	create peace bounty frozen asset soldier abandoning war column russia let find life peace liberty walking away lawless act aggression ukraine remind truth lawless actsfreeukraine	0.7783	Positive
Creating a conflict out if thin air when NATO expansion isn't even on the cards. In any case
Creative responses when nation is preparing for a siege:  Dig anti-tank moat filled with sewage.  Fly blimps over population centers.  Unleash red balloons.  Offer free BMW for defecting Russian troops.  Hold enormous peace concert (see Estonia).  #UkraineResist @Ukraine	creative response nation preparing siege dig antitank moat filled sewage fly blimp population center unleash red balloon offer free bmw defecting troop hold enormous peace concert see estonia ukraineresist	0.7845	Positive
Credit to Turkey for closing the Bosporus	credit turkey closing bosporus	0.3818	Neutral
Creo que lo tiene que ponderar #NATO #OTAN es si vale la pena irse a guerra por un país sin importancia como  #Ukraine	creo que lo tiene que ponderar nato otan e si vale la pena irse guerra por un pa sin importancia como ukraine	-0.5574	Negative
Crimea is Ukraine
Crimea is under occupation. Just as he was not allowed to invade 1994 or today he was not allowed to surround Ukraine with 150
Crimea on the Black Sea and in the eastern Donbas region.	crimea black sea eastern donbas region	0.0	Neutral
Crimes against humanity: Russia commits crimes against the civilian population in Ukraine.  What else should NATO and the US expect...another Ukrainian Holocaust? https://t.co/rZ7MzSpOzl	crime humanity russia commits crime civilian population ukraine else nato u expectanother ukrainian holocaust	0.0258	Neutral
Crisi Ucraina - Russia - Nato.	crisi ucraina russia nato	0.0	Neutral
Crisi del gas e #RussiaInvadedUkraine. Grandi manovre tra Berlino-Parigi-Londra e la NATO. Lavrov in giro per le cancellerie a ricattare su #northstream2. E Giggino? E noi? #Russia #draghi #Ukraine	crisi del gas e russiainvadedukraine grandi manovre tra berlinoparigilondra e la nato lavrov giro per le cancellerie ricattare su northstream e giggino e noi russia draghi ukraine	0.0	Neutral
Crisis In #Ukraine: Seven Hours On The Train To War #Security https://t.co/fH2gYmPkp6 https://t.co/LoWF46t2wr	crisis ukraine seven hour train war security	-0.765	Negative
Crisis at the eastern borders of Ukraine has flared up to the point of confrontation
Crisis in #Ukraine 📌	crisis ukraine	-0.6249	Negative
Crisis in Ukraine: Ukrainian rebels evacuate civilians to Russia; Biden convinced Putin has decided to invade https://t.co/sjZpYko4TX	crisis ukraine ukrainian rebel evacuate civilian russia biden convinced putin decided invade	-0.4939	Neutral
Critical Talks On Ukraine Begin This Week - Share about war news:  	critical talk ukraine begin week share war news	-0.6124	Negative
Croatia sows confusion with threat to pull NATO troops over Ukraine crisis  https://t.co/3IP48hmcKA	croatia sow confusion threat pull nato troop ukraine crisis	-0.8658	Negative
Croatia to Withdraw Its Forces From NATO in Event of Russia-Ukraine Conflict https://t.co/hAFsdfJAaA	croatia withdraw force nato event russiaukraine conflict	-0.3182	Neutral
Croatia to recall all troops from NATO in case of Russia-Ukraine conflict	croatia recall troop nato case russiaukraine conflict	-0.3182	Neutral
Croatia to recall all troops from NATO in case of Russia-Ukraine conflict - World - TASS https://t.co/R0m0wP9wj5	croatia recall troop nato case russiaukraine conflict world ta	-0.3182	Neutral
Croatia to recall all troops from NATO in case of Russia-Ukraine conflict https://t.co/LShpEQeSkS via @NewsNowUK	croatia recall troop nato case russiaukraine conflict via	-0.3182	Neutral
Croatia to recall all troops from NATO in case of Russia-Ukraine conflict https://t.co/nc2c2oNLIt	croatia recall troop nato case russiaukraine conflict	-0.3182	Neutral
Croatia's president says it will not send troops if Russia-Ukraine conflict escalates https://t.co/Mt3KF998mo https://t.co/vtFavmJg84	croatia president say send troop russiaukraine conflict escalates	-0.3182	Neutral
Croatian President Zoran Milanovic says '#Ukraine has no place in NATO' and Zagreb will recall its troops from the region in case of an escalation. More updates in the link below https://t.co/KhqD1TfRiU	croatian president zoran milanovic say ukraine place nato zagreb recall troop region case escalation update link	-0.296	Neutral
Croatian President Zoran Milanovic says his country would withdraw its troops from NATO forces in Eastern Europe if there occurs an escalation of tensions with Russia over Ukraine. https://t.co/0H4IWBdovo	croatian president zoran milanovic say country withdraw troop nato force eastern europe occurs escalation tension russia ukraine	-0.4019	Neutral
Croatia’s President Trying to Prevent Biden’s War Over Ukraine https://t.co/uf7kNYDCDI	croatia president trying prevent bidens war ukraine	-0.5859	Negative
Cross-border
Crossing Ukraine
Crowdpac News 🗞️	crowdpac news	0.0	Neutral
Crude Oil Slumps as Russia Withdraws Troops From Ukraine Border https://t.co/EJGvjmJXoL	crude oil slump russia withdraws troop ukraine border	-0.5719	Negative
Crude Oil Slumps as Russia Withdraws Troops From Ukraine Border https://t.co/EJGvjmJXoL	crude oil slump russia withdraws troop ukraine border	-0.5719	Negative
Crude oil prices inclined to a multi-year high level as Russian President Vladimir Putin ordered the deployment of troops into two separatist areas within Ukraine.	crude oil price inclined multiyear high level president vladimir putin ordered deployment troop two separatist area within ukraine	-0.5719	Negative
Crunch time. Follow this #UKRAINE list of over 100 gov't officials
Cruz slams Biden's 'pattern of appeasement' with foreign adversaries https://t.co/MisLqqBnCI #FoxNews/ @JoeBiden’s failed withdrawal out of #Afghanistan had terrible consequences. #Biden’s putting troops in Ukraine. A volatile situation. I do NOT trust #Biden’s Foreign Policies.	cruz slam bidens pattern appeasement foreign adversary foxnews failed withdrawal afghanistan terrible consequence bidens putting troop ukraine volatile situation trust bidens foreign policy	-0.8751	Negative
Crying Russian troops ‘plead with commanders' in intercepted recordings https://t.co/1tG9BzUQvy	cry troop plead commander intercepted recording	-0.4767	Neutral
Crying Russian troops ‘plead with commanders’ in intercepted recordings	cry troop plead commander intercepted recording	-0.4767	Neutral
Crypto Interrupted: How The Russian Invasion Dramatically Changed Ukraine's Blockchain Strategy To Focus On The War  Forbes	crypto interrupted invasion dramatically changed ukraine blockchain strategy focus war forbes	-0.7269	Negative
Crypto Market Under Pressure As Russia Prepares To Invade Ukraine. https://t.co/E9zcAyU7nJ	crypto market pressure russia prepares invade ukraine	-0.296	Neutral
Crypto market may see another sharp dip with US deploying troops in Europe amid Ukraine Crisis.	crypto market may see another sharp dip u deploying troop europe amid ukraine crisis	-0.6249	Negative
Cryptocurrency a ‘double-edged sword’ in Ukraine-Russia war
Cuba	cuba	0.0	Neutral
Curious - If Ukraine says no war
"\"Current Events and News Analysis from Uganda's Leading Daily.\\n #VisionUpdates  | #NewVisionAt35\\n\\n#EPaper - epapers.visiongroup.co.ug\"\"\"	current event news analysis uganda leading dailyn visionupdates newvisionatnnepaper epapersvisiongroupcoug	0.0	Neutral"
"\"Current Events and News Analysis from Uganda's Leading Daily.\\n #VisionUpdates  | #NewVisionAt35\\n\\n#EPaper - epapers.visiongroup.co.ug\"\"\"	current event news analysis uganda leading dailyn visionupdates newvisionatnnepaper epapersvisiongroupcoug	0.0	Neutral"
Current Radar	current radar	0.0	Neutral
Current situation of the pandemic.	current situation pandemic	0.0	Neutral
Cut #Russia off from #SWIFT now!	cut russia swift	-0.0772	Neutral
Cuz Covid
Cyber attack hits Ukraine as United States intelligence warns Russia preparing to invade  - ABC News https://t.co/jKt7uIT5gT via @abcnews #technology #hackers #informationsecurity	cyber attack hit ukraine united state intelligence warns russia preparing invade abc news via technology hacker informationsecurity	0.34	Neutral
Cyber attack hits Ukraine as United States intelligence warns Russia preparing to invade  https://t.co/c0RmTKfcX8 via @ABCaustralia	cyber attack hit ukraine united state intelligence warns russia preparing invade via	0.34	Neutral
Cyber-activists opposed to Belarus president Lukashenko say they have penetrated the state-run railway’s computer system + threatened to paralyse trains moving Russian troops to the country for a potential attack on Ukraine — by ⁦@Andrew__Roth⁩ https://t.co/nyUheIQnNc	cyberactivists opposed belarus president lukashenko say penetrated staterun railway computer system threatened paralyse train moving troop country potential attack ukraine	-0.7269	Negative
Cynical Truth: SEEMS PEOPLE REALLY WANT TO BE GASLIGHTED BY RUSSIAN MILITARY GRADE PROPAGANDA. They Know You Better
Cyprus forbids 5 Russian navy ships from mooring and refueling in Limassol.	cyprus forbids navy ship mooring refueling limassol	-0.3182	Neutral
Czech Defense Minister Jan Chernokhov reaffirmed the government's readiness to help Ukraine with military equipment amid the concentration of Russian troops near the Ukrainian border.	czech defense minister jan chernokhov reaffirmed government readiness help ukraine military equipment amid concentration troop near ukrainian border	0.6369	Positive
Czechia would consider sending troops to Ukraine if asked by Ukraine.	czechia consider sending troop ukraine asked ukraine	0.0	Neutral
Cómo Boliviana 🇧🇴está votación de los negligentes diplomáticos que tiene Bolivia  del gobierno de @LuchoXBolivia NO me representa estoy  en contra de la guerra e invasión a Ucrania	cmo boliviana est votacin de los negligentes diplomticos que tiene bolivia del gobierno de representa estoy en contra de la guerra e invasin ucrania	-0.296	Neutral
Cập nhật chiến sự Nga Ukraina - Russia vs Ukraine	cp nht chin nga ukraina russia v ukraine	0.0	Neutral
Cặp đôi đồng ý duy trì các liên lạc ngoại giao và ông Blinken mô tả các cuộc hội đàm là thẳng thắn và hữu ích	cp ng duy tr cc lin lc ngoi giao v ng blinken cc cuc hi l thng thn v hu ch	0.0	Neutral
C’est terrible. Il faut que cela cesse. Mais comment ? #StandWithUkraine #Ukraine #Karkhiv #NoWar https://t.co/vPgThxkBrH	cest terrible il faut que cela cesse mais comment standwithukraine ukraine karkhiv nowar	-0.4767	Neutral
D-Day for Ukraine as Russia deploys even ‘MORE troops to border’ despite Putin declaring Russia ‘does not want war’ https://t.co/a0tsRWRYQQ	dday ukraine russia deploys even troop border despite putin declaring russia want war	0.4449	Neutral
DA Leader @jsteenhuisen blasts ANC ministers for attending a cocktail party at the home of the Russian Ambassador to SA on the very day troops invaded Ukraine.	da leader blast anc minister attending cocktail party home ambassador sa day troop invaded ukraine	0.4019	Neutral
DAY139-Biden left Americans in Afghanistan! Biden inaccurate
DC chef José Andrés took his nonprofit World Central Kitchen to the Ukraine-Poland border to offer hot meals to refugees  https://t.co/rmkiBR2S9r https://t.co/iGFuqSZ4Dw	dc chef jos andrs took nonprofit world central kitchen ukrainepoland border offer hot meal refugee	0.0	Neutral
DEAR BRANDON; YO DUMASS CAN NOT CONTROL THE BORDER BETWEEN MEXICO AND THE U.S. SO I GUESS YOU THINK YOU WILL HAVE BETTER LUCK IN UKRAINE? YOU DONE LOST WHAT WAS LEFT OF YO FEEBLE ASS MIND DOGG! SOLVE OUR PROBLEMS HERE MAN! STAY OUT OF OTHER FOLKS BUSINESS! OK? GET YOU SOME SMARTS https://t.co/laYVnBHseq	dear brandon yo dumas control border mexico u guess think better luck ukraine done lost left yo feeble as mind dogg solve problem man stay folk business ok get smart	0.5267	Positive
"\"DECENCY and American-Values.\\nWe've been Suspended several times & Shadow-banned for no other reason than we're prolifically ANTI-DespotDon!\"\"\"	decency americanvaluesnweve suspended several time shadowbanned reason prolifically antidespotdon	-0.6486	Negative"
DEEP STATE OUT OF 💰 &amp; ARE STEALING &amp; SELLING THE GAS &amp; WEAPONS FROM UKRAINE &amp; ARE LYING TO PEOPLE ABOUT A RUSSIAN THREAT &amp; NO SUPPLIES!THEY HAVE PROVACUTURS IN PLACE. BIDEN/NATO ARE TRYING TO START A WAR SO THEY CAN ASK CONGRESS FOR MONEY &amp; BLAME OUR ECONOMY COLLAPSING GET READY	deep state amp stealing amp selling gas amp weapon ukraine amp lying people threat amp suppliesthey provacuturs place bidennato trying start war ask congress money amp blame economy collapsing get ready	-0.9666	Negative
DEFCON Warning System - Update 2/23/22 - https://t.co/TAcd0nt0zD  #Russia #Ukraine #Iran #NATO https://t.co/2KGSxj9iid	defcon warning system update russia ukraine iran nato	-0.34	Neutral
DEFEAT #ENEMYruSSia &amp; global terrorism backed by mass-murderer #putin.	defeat enemyrussia amp global terrorism backed massmurderer putin	-0.8176	Negative
DEVELOPING 🚨 US sees no ‘tangible sign of de-escalation’ at Russia-Ukraine border: State Dept https://t.co/XpcCRLKwYT	developing u see tangible sign deescalation russiaukraine border state dept	-0.296	Neutral
DG	dg	0.0	Neutral
DISMAYED we are sending more troops to the Ukraine. Opinions?	dismayed sending troop ukraine opinion	-0.4404	Neutral
DIVEST in Russian oligarch Kerimov’s Polyus PJSC gold company &amp; don’t buy from those who buy from Polyus Gold.	divest oligarch kerimovs polyus pjsc gold company amp dont buy buy polyus gold	0.0	Neutral
DNR representatives have asked for military and financial help from Russia today
DO YOU ACTUALLY THINK WE BELIEVE YOUR BULLSHIT?!! You are just giving money(LAUNDERING CAMPAIGN DONATIONS) through the MILITARY COMPLEX LOBBYIST! UKRAINE HAS LOST!Any weapons will be PROPERTY OF RUSSIA AND ARMS TRAFFICKERS! Back on our streets and at our SOUTHERN BORDER! ASSHOLE! https://t.co/97S05l1wH8	actually think believe bullshit giving moneylaundering campaign donation military complex lobbyist ukraine lostany weapon property russia arm trafficker back street southern border asshole	-0.6486	Negative
DOD says they’ll protect all nato allies what a joke that is because Ukraine isn’t in NATO so why are they protecting them should worry more about USA citizens but Biden is incapable of thinking about anything the puppet masters are making the decisions Biden is just a shadow	dod say theyll protect nato ally joke ukraine isnt nato protecting worry usa citizen biden incapable thinking anything puppet master making decision biden shadow	-0.4497	Neutral
DOWN 50% IN THE STOCK MARKET | WHAT IF RUSSIA DECIDE TO INVADE IN UKRAIN... https://t.co/gm8TRLuOkK via @YouTube	stock market russia decide invade ukrain via	0.0	Neutral
DP Ruto Condemns Racial Discrimination Of Africans At Ukraine Border	dp ruto condemns racial discrimination african ukraine border	-0.5106	Negative
DRINGEND GESUCHT für Hilfseinsatz direkt in der #Ukraine #StandWithUkraine #freedomforukraine #FightForU für 1freiwilligen Einsatz Ukraine	dringend gesucht fr hilfseinsatz direkt der ukraine standwithukraine freedomforukraine fightforu fr freiwilligen einsatz ukraine	0.0	Neutral
DSA IC opposes US militarization and interventionism in Ukraine and Eastern Europe and calls for an end to NATO expansionism	dsa ic opposes u militarization interventionism ukraine eastern europe call end nato expansionism	0.0	Neutral
DT George Galloway: RT George Galloway: #MOATS | POLL	dt george galloway rt george galloway moat poll	0.0	Neutral
DT Tanmanjeet Singh Dhesi MP: RT Tanmanjeet Singh Dhesi MP: Short of sending British troops
DUDE HONESTLY FUCK RUSSIA
Da bin ich dabei 🇺🇦🇺🇦🇺🇦 #StandWithUkraine https://t.co/hS1SE4cc2r	da bin ich dabei standwithukraine	0.0	Neutral
Da ist wohl einem
Da quando abbiamo iniziato il Tweet storm e si parlava di centomila profughi
Da sieht man wieder
Da tutto il mondo stanno firmando questa lettera aperta contro la guerra. Aggiungi la tua voce per metterti al fianco del popolo dell'#Ucraina!	da tutto il mondo stanno firmando questa lettera aperta contro la guerra aggiungi la tua voce per metterti al fianco del popolo dellucraina	0.0	Neutral
Dad	dad	0.0	Neutral
Dad	dad	0.0	Neutral
Dad. Creator of I ♥ Climate Scientists	dad creator climate scientist	0.0	Neutral
Daily News |  Scores rally in Philly to support Ukraine as Russia threatens war https://t.co/OfDWf8nV1j	daily news score rally philly support ukraine russia threatens war	-0.5859	Negative
Daily reminder that even if Ukraine's outright banned from NATO
Daily review: Ukraine to conduct own drills as Putin deploys more troops
Daily twitter wordcloud for Scottish Politicians (27 February
Dalam perang rusia-ukraine ni bukan media je jadi batu bapi. Aku tengok ramai jugak netizen dunia jadi batu api nak tengok Nato masuk campur perang. Mungkin manusia ni dah lama tak merasa perang dunia.	dalam perang rusiaukraine ni bukan medium je jadi batu bapi aku tengok ramai jugak netizen dunia jadi batu api nak tengok nato masuk campur perang mungkin manusia ni dah lama tak merasa perang dunia	0.0	Neutral
Damn bro we dead might have to intervene and go to war for Ukraine 😂😂💪🏽	damn bro dead intervene go war ukraine	-0.8979	Negative
Damn it FREE WORLD:  If you want to stay free
Damn!!! #StandWithUkraine https://t.co/h1Kay1K0Qa	damn standwithukraine	-0.4019	Neutral
Dan Bongino: The Russia-Ukraine Conflict Is Not Our War https://t.co/GAqLT1XfqV	dan bongino russiaukraine conflict war	0.2134	Neutral
Daniel Rothenberg
Danish PM says volunteers can join Ukraine fight. Isnt it like sending terrorists? 🤔This is dangerous. NATO is financing the war now joining with troops under different labels. #UkraineRussiaWar #RussianArmy #RussiaUkraineConflict #NATO #Danish #Ukraine #Russia #EU	danish pm say volunteer join ukraine fight isnt like sending terrorist dangerous nato financing war joining troop different label ukrainerussiawar russianarmy russiaukraineconflict nato danish ukraine russia eu	-0.9275	Negative
Danish political party are making fun of Putin and his long table meetings 🤣	danish political party making fun putin long table meeting	0.7184	Positive
Danke Herr #lanz … was ein Blödsinn
Danke fürs unhinterfragte Abdrucken der Depesche @srfnews @LuziaTschirky @tagesanzeiger @20min Warnt hier der gleiche westliche Geheimdienst
Dankeschön @ConStelz für eine wohltuende Sachlichkeit @AnneWillTalk! #Russlandkrise #UkraineRussiaCrisis #Russland #StandWithUkraine	dankeschn fr eine wohltuende sachlichkeit russlandkrise ukrainerussiacrisis russland standwithukraine	0.0	Neutral
Danny… #WTF is wrong with you! @NATO should confirm #Ukraine’s membership in an emergency meeting today
Darum geht es Russland: Keine Nato-Truppen in bündnisfreien Ex-Sowjetstaaten
Darüber
Das Video mit dem tapferen ukrainischen Präsidenten #Selenskyj und seinem Regierungskabinett nun auch in deutscher Übersetzung. Tapfere Menschen
Das russische Verteidigungsministerium veröffentlicht fast täglich Aufnahmen von Militärmanövern – auch an der Grenze zur Ukraine. Zeitgleich provoziert die Regierung die Nato-Staaten auch verbal. https://t.co/HWYh6qK6Se	da russische verteidigungsministerium verffentlicht fast tglich aufnahmen von militrmanvern auch der grenze zur ukraine zeitgleich provoziert die regierung die natostaaten auch verbal	-0.8316	Negative
Das scheint das Ziel der Waffenlieferungen zu sein
Das war vorauszusehen. Aber das dazu notwendige strategische Denken fehlt scheinbar Joe Biden
Data Privacy	data privacy	0.0	Neutral
Dateline Minsk
Dating in 2022 is like:	dating like	0.3612	Neutral
Davies looks ahead to France test France are on course for a Six Nations grand slam having already beaten Italy
Day 3 of the stalled Russian advance on major northern cities Kyiv
Day 37 of the 365 days of year 2022.Omicron is now wit us/ICPC has recovered|restrained N166.5b assets in 2½ years/Chinese firm with other Nigerian firms
Day of European Solidarity with #Ukraine	day european solidarity ukraine	0.296	Neutral
De echte tragedie van Oekraïne is de agressie van Poetin die vastbesloten lijkt om in Oekraïne de grootste oorlog uit te laten breken sinds de tweede wereldoorlog... #StandWithUkraine https://t.co/30AWY7rwhZ	de echte tragedie van oekrane de agressie van poetin die vastbesloten lijkt om oekrane de grootste oorlog uit te laten breken sind de tweede wereldoorlog standwithukraine	-0.5994	Negative
De facto - US brought those deaths to poor Ukrainians.	de facto u brought death poor ukrainian	-0.4767	Neutral
De ryska angreppen med olika typer av robotar kräver mer avancerade luftförsvarssystem än #Stinger	de ryska angreppen med olika typer av robotar krver mer avancerade luftfrsvarssystem n stinger	0.0	Neutral
Deafening silence From Arab capitals on the war in Ukraine: Damascus and Tripoli are the exceptions
Deal to avoid war in Ukraine within reach – Macron https://t.co/AZ7YeUH9YG	deal avoid war ukraine within reach macron	-0.7184	Negative
Deal to avoid war in Ukraine within reach – Macron https://t.co/yhOZiHWIyp	deal avoid war ukraine within reach macron	-0.7184	Negative
Dear #Ukraine you may want to handle #VladimirPutin and #Russia alone because if #America and #NATO rolls in they are bringing #gunviolence #meth #opioid and #alcohol #addiction #crime #prostitution plus #drone #bombings targeting #children https://t.co/FL5MmqJGmE	dear ukraine may want handle vladimirputin russia alone america nato roll bringing gunviolence meth opioid alcohol addiction crime prostitution plus drone bombing targeting child	-0.3818	Neutral
Dear #skynews Thankyou for your coverage of the planned war in Ukraine.  I might be wrong but I had heard that some people don’t agree with the war.  Any chance of you mentioning this in your coverage?  Jeremy Corbyn is one of them I understand. https://t.co/8rhBQKJf1M	dear skynews thankyou coverage planned war ukraine wrong heard people dont agree war chance mentioning coverage jeremy corbyn one understand	-0.8487	Negative
Dear @BorisJohnson  Provide massive defence assistance to #Ukraine → all-arms air defence system
Dear @BorisJohnson
Dear @BorisJohnson @jensstoltenberg @EmmanuelMacron @JoeBiden @Bundeskanzler close our sky in Ukraine 🙏 fucking ruSSia kills us every single day with bombs
Dear @GeneralClark @MarkHertling @general_ben	dear	0.3818	Neutral
Dear @MittRomney
Dear @POTUS @JoeBiden &amp; @VP @KamalaHarris so you are sending troops to #Ukraine to protect their border from #Russia. Why aren’t you sending troops to our border and protect it from masses of illegal
Dear @POTUS
Dear @POTUS
Dear @SecBlinken  &amp; @potus can the Czech Republic get a US Ambassador soon-ish? Preferably before further escalation on the Ukraine-Russia border. cc @USEmbassyPrague https://t.co/l9gTMDgvnL	dear amp czech republic get u ambassador soonish preferably escalation ukrainerussia border cc	0.3818	Neutral
Dear English speakers
Dear Russians
Dear Russians
Dear Soul's of Man.	dear soul man	0.3818	Neutral
Dear Ukraine friends
Dear Ukraine
Dear citizens of all countries
Dear lefties against NATO:	dear lefty nato	0.3818	Neutral
Dear world
Decisively… explain that Mr. Biden.	decisively explain mr biden	0.0	Neutral
Declaring war on Ukraine must be a litmus test. https://t.co/MiQoMTDJRj	declaring war ukraine litmus test	-0.5994	Negative
Deep down Europe really doesn't want this war. Away from sanctions that don't mean anything
Deeply concerned? They should be f#@k%ng TERRIFIED!!! Live updates: Tensions on Russia-Ukraine border builds after Vladimir Putin says Donetsk and Luhansk are independent	deeply concerned fng terrified live update tension russiaukraine border build vladimir putin say donetsk luhansk independent	-0.7717	Negative
